"id","firmbr","firm","brand","city","year","quarter","share","constant","price","sugar","mushy","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","z13","z14","z15","z16","z17","z18","z19","z20"
300620000,3006,3,6,16,88,1,0.0060737,1,0.10655,20,1,-0.92793,0.030108,-17.134,0.35173,0.30344,0.029731,6.2784,0.29481,0.59895,-0.58358,-13.077,-0.66179,0.018381,0.07016,0.10049,0.19805,0.14489,0.071622,0.075473,0.072663
301420000,3014,3,14,16,88,1,0.039849,1,0.12234,7,0,0.040635,0.0056029,0.32244,-0.086169,-0.25842,-0.042328,-0.71533,0.31993,-0.69772,0.028627,-0.93416,-0.03383,-0.002401,0.088964,0.11096,0.085104,0.041545,0.078044,0.08907,0.094392
400220000,4002,4,2,16,88,1,0.0076028,1,0.17245,14,0,0.0078961,-0.01178,-1.7471,-0.16627,-0.24899,-0.071028,-5.0592,0.27031,-1.1945,-0.0050536,-0.411,-0.045924,-0.010664,0.13865,0.08039,0.14475,0.11334,0.12356,0.15351,0.1404
401020000,4010,4,10,16,88,1,0.019185,1,0.079665,6,0,0.04661,0.010747,0.62331,-0.12048,-0.26054,-0.0077862,0.17471,0.27329,-0.07559,0.045525,-0.71815,-0.038869,0.00067108,0.04521,0.21009,0.018312,0.076296,0.053286,0.023434,0.042348
401220000,4012,4,12,16,88,1,0.025681,1,0.097907,12,0,0.0023786,0.0064352,-0.72892,-0.18611,-0.24164,-0.020772,-3.0077,0.22202,-0.30934,-0.017001,-0.7913,-0.038846,0.0020554,0.050924,0.10269,0.12082,0.015614,0.060501,0.048436,0.066728
601820000,6018,6,18,16,88,1,0.060452,1,0.12873,0,0,0.045539,0.0016371,-1.0179,0.050258,-0.25679,-0.056583,7.2171,0.42835,-0.97308,0.016345,0.27525,0.0071919,0.0016255,0.092397,0.095565,0.064328,0.035623,0.096332,0.09106,0.085293
100420000,1004,1,4,18,88,1,0.007596,1,0.081266,2,1,-0.22043,-0.038346,1.4026,-0.6397,-0.050707,0.024599,5.3168,-0.54569,0.5394,-0.37173,-0.053851,-0.42679,-0.0014272,0.058837,-0.0061553,0.046437,0.039151,0.052408,0.090653,0.04988
100620000,1006,1,6,18,88,1,0.025726,1,0.11505,18,1,-0.24358,-0.07136,-0.63458,-1.0436,0.099258,0.0089008,1.3382,0.12559,0.24973,-0.30512,-5.661,-0.31703,-0.0055359,0.086158,0.064286,0.069047,0.07157,0.080691,0.06736,0.085672
100720000,1007,1,7,18,88,1,0.040573,1,0.089024,4,1,-0.21114,-0.034837,3.2698,-0.76866,-0.046979,0.015267,3.3937,-0.44687,0.36408,-0.38759,-0.86472,-0.43745,0.00099437,0.075636,0.085785,0.063491,0.020823,0.031433,0.023651,0.056222
100920000,1009,1,9,18,88,1,0.0057429,1,0.10922,3,0,-0.19795,-0.019869,2.2302,-0.63469,-0.048237,0.012329,7.1071,0.35066,0.33868,-0.34092,-0.16401,0.052184,0.0024084,0.072464,0.16709,0.042607,0.074413,0.085467,0.14099,0.076179
101120000,1011,1,11,18,88,1,0.21301,1,0.1529,12,0,-0.18792,-0.018565,5.7713,-0.3857,-0.034848,-0.022609,-1.433,0.17581,-0.30223,-0.35759,-4.0967,0.011082,0.013005,0.089525,0.13658,0.12716,0.12518,0.10677,0.086804,0.10878
101320000,1013,1,13,18,88,1,0.010267,1,0.12072,14,0,-0.19636,-0.033852,3.8486,-0.42752,-0.0032724,-0.0017738,-1.0321,0.12444,0.062708,-0.33621,-4.7426,0.0055023,0.0037156,0.08436,0.099302,0.060088,0.075322,0.08909,0.12272,0.082603
101720000,1017,1,17,18,88,1,0.0034403,1,0.13072,3,1,-0.1986,-0.0097465,2.278,-0.2208,-0.047224,-0.014798,6.3106,-0.87506,-0.17616,-0.35941,-0.23496,-0.51145,0.0085279,0.12155,0.1199,0.15964,0.0857,0.10808,0.13887,0.10321
103020000,1030,1,30,18,88,1,0.020505,1,0.12731,4,0,-0.19783,-0.0064895,3.092,-0.6503,-0.046877,-0.012166,5.9089,0.36207,-0.12831,-0.34521,-0.71214,0.056678,0.00675,0.11916,0.13379,0.133,0.076194,0.091244,0.035606,0.095365
104520000,1045,1,45,18,88,1,0.0049094,1,0.14326,14,0,-0.1894,-0.026517,4.2825,-0.41395,-0.015989,-0.01082,-1.5439,0.14102,-0.087248,-0.34711,-4.8636,0.0093073,0.0093639,0.096659,0.16004,0.049237,0.163,0.11274,0.096521,0.10908
200520000,2005,2,5,18,88,1,0.0091167,1,0.12063,1,0,-0.1977,-0.0087608,-0.060526,-0.74844,-0.046489,-0.002817,11.348,0.41593,0.051538,-0.34596,1.732,0.078209,0.0053549,0.085689,0.12325,0.15105,0.03664,0.08536,0.14551,0.098163
200820000,2008,2,8,18,88,1,0.019711,1,0.11943,11,0,-0.19122,-0.025235,6.0755,-0.35958,-0.032592,-0.002052,-0.54603,0.15333,0.059748,-0.35669,-3.6024,0.009421,0.0056306,0.084468,0.16291,0.066269,0.14119,0.10436,-0.011384,0.085413
201520000,2015,2,15,18,88,1,0.010098,1,0.10442,4,1,-0.20341,-0.027867,3.2524,-0.68386,-0.047405,0.0078807,3.8347,-0.531,0.2389,-0.37865,-0.87251,-0.43863,0.003778,0.083457,0.013735,0.020964,0.051088,0.08315,0.1229,0.078943
201620000,2016,2,16,18,88,1,0.016611,1,0.11685,3,1,-0.20119,-0.019402,2.3337,-0.42045,-0.048042,8.2519e-05,5.6238,-0.72939,0.10198,-0.36456,-0.35884,-0.46917,0.0057138,0.08326,0.12752,0.069861,0.14322,0.11127,0.12968,0.080716
201920000,2019,2,19,18,88,1,0.012652,1,0.11814,13,0,-0.1914,-0.031661,4.8991,-0.39812,-0.013588,-0.0013164,-0.98691,0.13178,0.070227,-0.34579,-4.4171,0.0085059,0.0041604,0.09252,0.17327,-0.016439,0.092321,0.087767,0.056252,0.074901
202620000,2026,2,26,18,88,1,0.0073582,1,0.1406,13,0,-0.18715,-0.024019,5.1582,-0.39117,-0.024222,-0.011448,-1.3975,0.14972,-0.10059,-0.35317,-4.4711,0.010488,0.0095766,0.11661,0.094344,0.10888,0.16421,0.10655,0.034437,0.10582
202820000,2028,2,28,18,88,1,0.0089933,1,0.16106,16,1,-0.15524,-0.0607,3.0337,-0.89791,0.027629,-0.0047649,-0.70729,-0.087095,0.037905,-0.39,-6.649,-0.47966,0.010639,0.12236,0.13056,0.11821,0.12988,0.13277,0.15271,0.13068
204020000,2040,2,40,18,88,1,0.030541,1,0.091017,10,0,-0.20139,-0.033883,6.2779,-0.33878,-0.031673,0.0097417,-0.020103,0.13924,0.25688,-0.35462,-3.1617,0.0084458,-0.00017756,0.063077,0.083467,0.011812,-0.015487,0.059835,0.027508,0.070828
204820000,2048,2,48,18,88,1,0.030038,1,0.076179,3,0,-0.20688,-0.042293,2.4763,-0.47315,-0.053683,0.03884,5.5837,0.25759,0.8187,-0.32407,-0.59315,0.020441,-0.005088,0.036083,0.05836,-0.045154,0.049659,0.052844,0.028593,0.05246
300620000,3006,3,6,18,88,1,0.01972,1,0.1144,20,1,-0.29497,-0.069396,-3.8702,-1.0414,0.12651,0.011201,2.3063,0.18523,0.2885,-0.23397,-4.5409,-0.21412,-0.011044,0.065619,0.13385,0.098218,0.094301,0.069329,0.047782,0.070463
301420000,3014,3,14,18,88,1,0.0051385,1,0.15973,7,0,-0.19713,-0.00020623,4.7843,-0.61355,-0.045056,-0.057646,1.5311,0.34452,-1.0008,-0.34984,-2.6055,0.050969,0.014482,0.12757,0.15497,0.16434,0.14872,0.13231,0.19327,0.1295
400220000,4002,4,2,18,88,1,0.0052643,1,0.15279,14,0,-0.18789,-0.023898,4.4244,-0.40955,-0.020585,-0.016411,-1.7961,0.14906,-0.1845,-0.35039,-4.8981,0.010311,0.011808,0.11813,0.12254,0.16185,0.11366,0.12613,0.040794,0.11226
401020000,4010,4,10,18,88,1,0.013859,1,0.084411,6,0,-0.21479,-0.030667,5.1237,-0.35596,-0.050384,0.021302,2.36,0.18581,0.47749,-0.33986,-1.7382,0.0041139,-0.0023076,0.056275,0.13429,0.0021038,0.011921,0.048097,0.050556,0.062884
401220000,4012,4,12,18,88,1,0.0090175,1,0.11372,12,0,-0.19068,-0.03027,5.6181,-0.37458,-0.022034,0.00025555,-0.78208,0.13804,0.096967,-0.35191,-4.02,0.0096335,0.0039098,0.068076,0.13739,0.075205,0.11632,0.067504,0.15805,0.077361
601820000,6018,6,18,18,88,1,0.035869,1,0.15354,0,0,-0.19836,0.0099257,-0.2612,-0.77594,-0.045547,-0.061903,14.106,0.43987,-1.1008,-0.34873,3.0024,0.089329,0.013168,0.12696,0.21086,0.22621,0.12503,0.14643,0.12467,0.11463
100420000,1004,1,4,20,88,1,0.0020217,1,0.10363,2,1,0.049266,-0.0029442,-2.039,0.60646,-0.15347,-0.0081735,6.7799,-0.68697,-0.058967,-0.28631,0.91999,-0.35595,0.014045,0.0799,-0.0062149,-0.007822,0.049999,0.063197,0.14531,0.078985
100620000,1006,1,6,20,88,1,0.090687,1,0.12674,18,1,0.07954,-0.0045037,-4.6571,-0.58315,-0.015889,-0.0025692,-0.45697,-0.018054,0.052427,-0.25346,-4.7402,-0.25039,0.010642,0.09156,0.056895,0.16171,0.022407,0.093109,0.051776,0.08664
100720000,1007,1,7,20,88,1,0.082099,1,0.087686,4,1,0.034482,0.0050676,-1.087,0.52316,-0.15121,0.002797,3.8235,-0.55437,0.13574,-0.28493,0.24756,-0.37204,0.010746,0.044407,0.024127,0.058184,0.026289,0.042632,0.075114,0.037744
100920000,1009,1,9,20,88,1,0.0029153,1,0.090237,3,0,0.050468,0.00073305,-1.5556,-0.3332,-0.15175,0.0063677,6.0754,0.32381,0.20938,-0.28443,0.41193,-0.0073193,0.010905,0.058334,0.0155,0.020197,0.062012,0.047782,0.040015,0.069733
101120000,1011,1,11,20,88,1,0.014818,1,0.14363,12,0,0.038868,-0.0098922,1.1224,-0.30265,-0.14201,-0.03888,-2.3462,0.22806,-0.61274,-0.2834,-3.1099,0.036324,0.022161,0.10843,0.096934,0.087283,0.087291,0.10944,0.12651,0.1049
101320000,1013,1,13,20,88,1,0.0094464,1,0.11888,14,0,0.028132,0.00045092,0.79303,-0.19284,-0.11667,-0.014997,-2.1444,0.11633,-0.17878,-0.2719,-3.9368,0.022376,0.015144,0.088508,0.11303,0.096935,0.14342,0.073226,-0.0222,0.07934
101720000,1017,1,17,20,88,1,0.005864,1,0.12987,3,1,0.049086,-0.0095327,-1.3614,0.62497,-0.15141,-0.034826,6.1535,-0.72554,-0.54898,-0.28602,0.57746,-0.35885,0.019964,0.10233,0.18418,0.10712,0.11129,0.095811,0.13504,0.094889
103020000,1030,1,30,20,88,1,0.016199,1,0.08805,4,0,0.050336,0.0022159,-1.2109,-0.3292,-0.15277,0.007328,4.792,0.30324,0.2255,-0.28428,0.108,0.00091974,0.010506,0.070808,0.044243,-0.0044215,0.0016421,0.065572,0.020936,0.05135
104520000,1045,1,45,20,88,1,0.025109,1,0.10427,14,0,0.024554,0.00305,0.57306,-0.16212,-0.10788,-0.009061,-1.819,0.09325,-0.080157,-0.2662,-3.8775,0.012464,0.013099,0.067635,-0.024121,0.13559,0.03883,0.056898,-0.004558,0.072606
200520000,2005,2,5,20,88,1,0.0066805,1,0.13024,1,0,0.045113,-0.0047971,-1.6621,-0.33934,-0.14735,-0.03738,9.154,0.37926,-0.59968,-0.28388,0.87328,-0.029285,0.019909,0.10903,0.12575,0.16244,0.14466,0.10728,0.12144,0.096371
200820000,2008,2,8,20,88,1,0.014346,1,0.09681,11,0,0.026073,0.0034373,1.3634,-0.2373,-0.13637,-0.0066311,-1.2112,0.14522,-0.038082,-0.28016,-2.7637,0.031669,0.012997,0.070599,0.068195,0.09657,0.015338,0.070604,0.077034,0.064856
201520000,2015,2,15,20,88,1,0.0012238,1,0.11718,4,1,0.046211,-0.0071148,-1.0676,0.59749,-0.15203,-0.021046,4.6506,-0.66218,-0.29441,-0.28613,0.25724,-0.37007,0.017168,0.082282,0.068839,0.076533,0.12091,0.090422,0.075173,0.082449
201620000,2016,2,16,20,88,1,0.012874,1,0.12949,3,1,0.049086,-0.0094806,-1.3655,0.62464,-0.15144,-0.034406,6.1458,-0.72468,-0.54121,-0.28603,0.57787,-0.35893,0.019878,0.10469,0.12526,0.05164,0.10421,0.080092,0.077473,0.087696
201920000,2019,2,19,20,88,1,0.0074468,1,0.14473,13,0,0.036502,-0.0085648,1.1584,-0.28022,-0.13666,-0.03616,-2.7418,0.20051,-0.55914,-0.2818,-3.5729,0.038016,0.021567,0.10197,0.16322,0.086342,0.085113,0.094625,0.066666,0.1141
202620000,2026,2,26,20,88,1,0.051636,1,0.1101,13,0,0.026174,0.0012984,1.1543,-0.20641,-0.12337,-0.012232,-1.889,0.12313,-0.13364,-0.27541,-3.5771,0.02669,0.014613,0.075842,0.072818,0.12673,0.05569,0.062351,0.060341,0.072368
202820000,2028,2,28,20,88,1,0.0085873,1,0.21561,16,1,0.049101,-0.0019402,-0.91961,0.13812,-0.10752,-0.070293,-3.7259,-0.38494,-1.15,-0.28216,-5.1179,-0.42117,0.033129,0.20604,0.20647,0.17656,0.18444,0.16882,0.10793,0.17618
204020000,2040,2,40,20,88,1,0.0012115,1,0.12189,10,0,0.03997,-0.0059351,0.94929,-0.30572,-0.14692,-0.023225,-0.87884,0.23203,-0.3317,-0.28396,-2.2251,0.030494,0.018101,0.082086,0.11091,0.21708,0.10471,0.093983,0.095564,0.080259
204820000,2048,2,48,20,88,1,0.0064097,1,0.13048,3,0,0.046324,-0.0058056,-1.1574,-0.34551,-0.14813,-0.037149,6.6749,0.36704,-0.59463,-0.2841,0.4034,-0.017204,0.019989,0.10301,0.091451,0.14298,0.084501,0.10487,0.11757,0.097077
300620000,3006,3,6,20,88,1,0.012176,1,0.14273,20,1,0.086831,-0.0087431,-7.0222,-0.63023,0.0076726,0.00063119,0.023941,0.016959,0.12056,-0.23413,-4.6858,-0.20759,0.0079933,0.11515,0.062292,0.10061,0.070928,0.10065,0.093714,0.10828
301420000,3014,3,14,20,88,1,0.036705,1,0.1331,7,0,0.047065,-0.0084588,-0.12615,-0.34699,-0.14968,-0.037897,1.942,0.32404,-0.60549,-0.2844,-0.90588,0.0086938,0.020678,0.093517,0.17469,0.080778,0.13605,0.091306,0.10359,0.097324
400220000,4002,4,2,20,88,1,0.089571,1,0.11231,14,0,0.026495,0.0017691,0.70217,-0.1788,-0.11292,-0.012067,-1.9903,0.10532,-0.1294,-0.26954,-3.9128,0.018057,0.014147,0.056813,0.10634,0.010638,0.095513,0.057945,0.031183,0.070396
401020000,4010,4,10,20,88,1,0.0068884,1,0.10328,6,0,0.048096,-0.0020226,-0.40544,-0.33006,-0.15204,-0.0078533,2.7338,0.29089,-0.053038,-0.28429,-0.57316,0.010236,0.014025,0.072814,0.16027,0.048824,0.071345,0.071508,0.16114,0.066838
401220000,4012,4,12,20,88,1,0.0042273,1,0.12174,12,0,0.032598,-0.0034177,1.3257,-0.26037,-0.13686,-0.02018,-1.8983,0.1737,-0.27367,-0.28145,-3.1523,0.034946,0.017395,0.082201,0.087392,0.063852,0.10415,0.083874,0.12288,0.089471
601820000,6018,6,18,20,88,1,0.0063412,1,0.15006,0,0,0.043404,-0.0031692,-1.6767,-0.337,-0.14637,-0.061769,10.557,0.39143,-1.0544,-0.2835,1.0705,-0.035868,0.024456,0.12166,0.13772,0.13639,0.14746,0.11698,0.13336,0.11398
100420000,1004,1,4,23,88,1,0.0010974,1,0.094183,2,1,0.24218,0.0043747,-2.7882,-0.3802,-0.19766,0.0046257,7.1397,-0.73971,0.19063,-0.23237,1.1938,-0.39687,0.011299,0.070276,0.019967,0.060807,0.019195,0.075771,0.033098,0.07209
100620000,1006,1,6,23,88,1,0.035671,1,0.11896,18,1,0.24598,-0.010365,-5.4809,-0.1583,-0.076755,-0.009907,-1.9198,-0.13871,-0.084906,-0.32312,-6.3241,-0.35929,0.019448,0.082497,0.15931,0.12239,0.11286,0.08535,0.061483,0.077898
100720000,1007,1,7,23,88,1,0.045566,1,0.093158,4,1,0.25081,0.0044984,-1.0283,-0.4596,-0.19437,0.0031095,4.4842,-0.658,0.1582,-0.23766,0.1964,-0.41147,0.011418,0.05732,-0.078831,0.055752,0.080987,0.052616,0.10097,0.054823
100920000,1009,1,9,23,88,1,0.0063196,1,0.10809,3,0,0.22824,-0.0031326,-2.6987,-0.21753,-0.20687,-0.014083,6.1666,0.46234,-0.16191,-0.22167,0.10206,-0.041677,0.014435,0.066466,0.12132,0.029325,0.10718,0.085067,0.13101,0.083518
101120000,1011,1,11,23,88,1,0.048572,1,0.13639,12,0,0.2057,-0.0086961,-0.86854,0.0064661,-0.17072,-0.031419,-2.0449,0.21651,-0.4706,-0.2135,-3.2429,-0.011171,0.016431,0.10088,0.10044,0.14526,0.1185,0.094698,0.20918,0.096093
101320000,1013,1,13,23,88,1,0.0089098,1,0.11217,14,0,0.19847,0.0041737,-2.7757,-0.028225,-0.15031,-0.016492,-2.1161,0.1423,-0.21057,-0.22415,-3.253,-0.039659,0.014477,0.07446,0.069202,0.015988,0.12283,0.072911,0.027889,0.074424
101720000,1017,1,17,23,88,1,0.041464,1,0.097934,3,1,0.24483,0.0024198,-1.8345,-0.4226,-0.19622,0.0001767,5.8812,-0.71985,0.10738,-0.23409,0.74723,-0.4148,0.012225,0.070339,0.015949,0.030781,0.068405,0.06819,-0.053299,0.05285
103020000,1030,1,30,23,88,1,0.01439,1,0.10836,4,0,0.22779,-0.0029315,-1.1454,-0.18247,-0.20537,-0.014295,4.8554,0.44758,-0.16578,-0.22194,-0.1601,-0.032185,0.014488,0.072505,0.18432,0.059764,0.063199,0.067702,0.018372,0.067279
104520000,1045,1,45,23,88,1,0.0043068,1,0.13986,14,0,0.20211,-0.01101,-2.7733,-0.018124,-0.16062,-0.030209,-2.5369,0.17735,-0.44346,-0.21324,-3.2998,-0.030278,0.015708,0.098013,0.052729,0.047874,0.12321,0.10539,0.13202,0.10631
200520000,2005,2,5,23,88,1,0.013809,1,0.12409,1,0,0.22917,-0.012858,-5.3955,-0.25005,-0.20602,-0.034403,9.075,0.51193,-0.54424,-0.22229,0.74874,-0.025834,0.018069,0.071411,0.1787,0.01959,0.13356,0.081403,0.15422,0.097377
200820000,2008,2,8,23,88,1,0.018643,1,0.11145,11,0,0.20274,0.0030407,-0.055106,0.0040067,-0.16999,-0.01731,-1.3129,0.1859,-0.22472,-0.21769,-3.0027,-0.02266,0.01453,0.067757,0.018028,0.11955,0.063244,0.076761,0.011199,0.073919
201520000,2015,2,15,23,88,1,0.0036503,1,0.10644,4,1,0.24588,-0.0017051,-1.0968,-0.45527,-0.19469,-0.0086956,4.7661,-0.7159,-0.056947,-0.2349,0.23604,-0.43787,0.014154,0.060258,0.14299,0.014568,0.057308,0.0744,0.12384,0.074662
201620000,2016,2,16,23,88,1,0.033505,1,0.10156,3,1,0.24369,0.00063125,-1.8282,-0.4213,-0.19621,-0.003354,5.9703,-0.73502,0.042504,-0.23348,0.76026,-0.42287,0.012998,0.080207,0.077861,0.091164,0.058918,0.082524,0.054139,0.057437
201920000,2019,2,19,23,88,1,0.085556,1,0.092594,13,0,0.19729,0.010734,-1.9423,-0.024305,-0.14842,-0.009297,-1.6886,0.13117,-0.09347,-0.23119,-3.2598,-0.038307,0.013753,0.053397,0.16134,0.12437,0.063037,0.049209,0.053906,0.049849
202620000,2026,2,26,23,88,1,0.015709,1,0.14042,13,0,0.20395,-0.011046,-1.8005,-0.0041764,-0.16623,-0.03226,-2.3556,0.19843,-0.4824,-0.21255,-3.3177,-0.019522,0.016239,0.093695,0.1016,0.071576,0.067539,0.096582,0.060544,0.10788
202820000,2028,2,28,23,88,1,0.042302,1,0.18785,16,1,0.24352,-0.047579,-3.8652,-0.33033,-0.15906,-0.062471,-4.3471,-0.40817,-1.017,-0.24178,-5.5561,-0.38255,0.028664,0.17231,0.055895,0.063185,0.17958,0.14198,0.13368,0.14973
204020000,2040,2,40,23,88,1,0.0031886,1,0.12821,10,0,0.21155,-0.0058397,0.76902,0.013994,-0.18043,-0.029014,-1.203,0.26905,-0.43289,-0.21683,-2.8287,0.0036847,0.016636,0.097697,0.12902,0.18719,0.071425,0.089395,0.17014,0.092332
204820000,2048,2,48,23,88,1,0.0034596,1,0.11301,3,0,0.22851,-0.0059978,-2.6829,-0.21643,-0.20633,-0.019829,6.2341,0.4744,-0.2692,-0.22192,0.14572,-0.03365,0.015528,0.067524,-0.0037941,0.090585,0.02814,0.099557,0.074455,0.084405
300620000,3006,3,6,23,88,1,0.037182,1,0.10784,20,1,0.23482,-0.009004,-7.3933,-0.024644,-0.019195,-0.0020475,-0.81748,-0.048577,0.049388,-0.38363,-8.1388,-0.41333,0.018812,0.07846,0.095882,0.097516,0.085648,0.073609,0.076939,0.067731
301420000,3014,3,14,23,88,1,0.060415,1,0.10691,7,0,0.2204,0.00038593,1.8479,-0.043522,-0.19431,-0.013441,1.1702,0.33595,-0.15159,-0.22148,-1.5147,-0.010378,0.014213,0.072027,-0.0023948,0.068148,0.12245,0.071235,0.077094,0.06979
400220000,4002,4,2,23,88,1,0.0082215,1,0.14478,14,0,0.20306,-0.014232,-2.7866,-0.015753,-0.16202,-0.033232,-2.6443,0.18555,-0.49639,-0.21223,-3.3441,-0.027075,0.016075,0.10997,0.11125,0.05648,0.15224,0.10894,0.12376,0.09963
401020000,4010,4,10,23,88,1,0.0064051,1,0.10105,6,0,0.22318,0.0022316,1.4174,-0.083783,-0.19889,-0.0078516,2.2272,0.3611,-0.048628,-0.22206,-1.0351,-0.022249,0.013129,0.053517,0.040087,0.042629,0.11913,0.081323,0.038874,0.073219
401220000,4012,4,12,23,88,1,0.0044699,1,0.087707,12,0,0.19733,0.011258,-1.1258,-0.01641,-0.15426,-0.0076296,-1.4083,0.13564,-0.06606,-0.22946,-3.1792,-0.036152,0.013352,0.057172,0.02875,0.091172,0.053359,0.071614,0.12577,0.047882
601820000,6018,6,18,23,88,1,0.031581,1,0.14277,0,0,0.23012,-0.024161,-5.6039,-0.24517,-0.2036,-0.061769,10.901,0.55739,-1.0669,-0.22349,1.5155,0.014775,0.022329,0.11314,0.15759,0.084282,0.1219,0.10655,0.12293,0.11229
100420000,1004,1,4,24,88,1,0.0033204,1,0.06199,2,1,-0.080573,-0.0018114,1.5818,-0.24456,-0.083023,0.011561,2.5108,-0.33651,0.27319,0.050964,4.1047,-0.51545,-0.020477,0.022882,0.098025,-0.0016235,-0.030208,0.043643,0.0030109,0.024304
100620000,1006,1,6,24,88,1,0.0077158,1,0.13329,18,1,-0.46296,0.017637,-17.849,0.31844,0.18901,0.024332,3.1157,0.23625,0.54037,-0.19343,-5.9607,-0.57298,0.0098916,0.084482,0.12484,0.1769,0.089458,0.099822,0.14246,0.088972
100720000,1007,1,7,24,88,1,0.01736,1,0.12429,4,1,0.081386,-0.010506,3.2532,-0.26851,-0.082983,-0.011247,2.9357,-0.50892,-0.10218,0.29075,4.4925,-0.43077,-0.019768,0.080834,0.069458,0.15401,0.10424,0.080251,0.13172,0.095885
100920000,1009,1,9,24,88,1,0.0089423,1,0.065295,3,0,0.51072,-0.014958,0.73904,0.021752,-0.13005,0.0051686,1.4304,0.07321,0.1569,0.98525,0.91481,-0.0075917,-0.022687,0.026585,0.050431,0.005508,0.0015065,0.039358,0.052235,0.03022
101120000,1011,1,11,24,88,1,0.012633,1,0.18318,12,0,0.27559,0.0071498,-6.6753,0.045548,-0.080899,-0.056751,-2.9926,0.22673,-0.92088,0.57937,4.8035,0.0071153,-0.027529,0.15239,0.16868,0.066819,0.13885,0.14331,0.11058,0.15006
101320000,1013,1,13,24,88,1,0.010751,1,0.11711,14,0,0.052063,-0.014442,-7.9855,0.072893,0.0051437,0.00082987,-0.95047,0.079093,0.10914,0.37294,4.2451,-0.035176,-0.018069,0.084683,0.15372,-0.014,0.1154,0.072061,0.042018,0.075367
101720000,1017,1,17,24,88,1,0.017378,1,0.13423,3,1,0.10886,-0.0086034,4.3841,-0.24854,-0.0844,-0.018875,3.9663,-0.55516,-0.23894,0.33076,5.3889,-0.44023,-0.019598,0.11717,0.11793,0.05296,0.053534,0.11395,0.054462,0.09797
103020000,1030,1,30,24,88,1,0.0048586,1,0.11059,4,0,0.46109,-0.01603,1.6401,0.027041,-0.11829,-0.0079472,1.8784,0.14257,-0.04814,0.86904,3.1912,0.001883,-0.039269,0.08568,-0.021412,0.15254,0.09288,0.090401,0.14063,0.070272
104520000,1045,1,45,24,88,1,0.0073415,1,0.09392,14,0,-0.10102,0.00010117,-8.8708,0.047041,0.062313,0.0079568,0.26302,0.051197,0.21982,0.22267,2.3919,-0.026068,-0.011918,0.063358,0.080443,0.054162,0.06697,0.041203,0.022158,0.057605
200520000,2005,2,5,24,88,1,0.0039602,1,0.11553,1,0,0.46033,-0.015051,4.067,-0.0061023,-0.11998,-0.010069,3.9441,0.17228,-0.083281,0.88379,1.2125,0.02209,-0.041018,0.086957,0.10311,0.048624,0.080517,0.078468,0.096512,0.089582
200820000,2008,2,8,24,88,1,0.051153,1,0.11424,11,0,0.28693,-0.017146,-3.55,0.076193,-0.070117,-0.0059628,-1.1913,0.10517,-0.013079,0.62935,6.4372,-0.031269,-0.030024,0.082814,0.15889,0.060948,0.034927,0.05915,0.06601,0.08694
201520000,2015,2,15,24,88,1,0.0066207,1,0.11192,4,1,0.050283,-0.010065,2.9911,-0.27075,-0.082591,-0.0037562,2.6667,-0.46671,0.029357,0.24459,4.113,-0.43579,-0.020102,0.085522,0.10241,0.045953,0.13523,0.063969,0.11551,0.087214
201620000,2016,2,16,24,88,1,0.051393,1,0.12056,3,1,0.080593,-0.011867,3.8819,-0.25543,-0.085418,-0.0089626,3.6035,-0.51175,-0.061607,0.28741,5.001,-0.43785,-0.02048,0.070771,0.10751,0.10873,0.07101,0.082971,0.24804,0.084293
201920000,2019,2,19,24,88,1,0.0029267,1,0.13311,13,0,0.20988,-0.022249,-6.2898,0.086307,-0.049637,-0.011275,-1.8907,0.11596,-0.099836,0.53207,5.8333,-0.035735,-0.026768,0.10225,0.10224,0.045378,0.082554,0.082468,0.12803,0.099644
202620000,2026,2,26,24,88,1,0.0053597,1,0.15343,13,0,0.25111,-0.021632,-6.7688,0.08598,-0.066424,-0.025801,-2.595,0.15308,-0.35614,0.56573,5.7623,-0.028702,-0.028981,0.10403,0.16532,0.056735,0.12503,0.12888,0.089493,0.12682
202820000,2028,2,28,24,88,1,0.0057231,1,0.20933,16,1,0.067934,-0.014629,-12.408,-0.26358,-0.039515,-0.062068,-4.8391,-0.45305,-1.0046,0.33508,0.65486,-0.36755,0.00030344,0.18205,0.22159,0.2323,0.21521,0.166,0.18129,0.17231
204020000,2040,2,40,24,88,1,0.0086631,1,0.10277,10,0,0.32002,-0.0142,-2.4293,0.068421,-0.078439,-0.0026905,-0.82098,0.095446,0.039441,0.67678,6.4404,-0.028493,-0.029761,0.065151,0.1324,0.075501,0.10403,0.060586,0.067195,0.072032
204820000,2048,2,48,24,88,1,0.001845,1,0.11946,3,0,0.4482,-0.013946,2.693,0.010613,-0.11663,-0.01223,2.7352,0.16848,-0.12149,0.8508,2.8095,0.014501,-0.041057,0.080455,0.09918,0.11633,0.090113,0.09533,0.036346,0.075773
300620000,3006,3,6,24,88,1,0.02711,1,0.062741,20,1,-0.70852,0.022532,-25.968,0.83801,0.37133,0.01708,7.84,0.47634,0.34676,-0.41475,-10.591,-0.70765,0.0014871,0.029171,0.046146,0.037086,0.067308,0.036488,0.025372,0.011367
